YBR081C	YHR099W
YDR176W	YBR081C
YDR176W	YHR099W
YBR198C	YDR216W
YER148W	YDR216W
YGR274C	YDR216W
YDR216W	YGL112C
YDR216W	YDR167W
YPL254W	YPL254W
YPL254W	YDR448W
YDR176W	YPL254W
YOL148C	YPL254W
YGR252W	YPL254W
YDR448W	YDR216W
YGR252W	YDR216W
YPR086W	YDR216W
YMR089C	YER017C
YNL148C	YML085C
YCR096C	YMR043W
YMR043W	YHR084W
YCR096C	YCL066W
YEL036C	YDR245W
YJR075W	YDR245W
YDR245W	YJL183W
YJL183W	YJR075W
YPL050C	YEL036C
YPL050C	YML115C
YLR127C	YBL084C
YLR127C	YKL022C
YLR127C	YHR166C
YER179W	YER179W
YML032C	YER095W
YGL163C	YER095W
YBR073W	YER179W
YOR191W	YER179W
YPR190C	YNR003C
YDL150W	YGR047C
YKR025W	YDL150W
YNL113W	YPR110C
YPR010C	YPR110C
YOR341W	YBR154C
YBR154C	YDL140C
YOR116C	YBR154C
YNL113W	YPR010C
YIL021W	YNL113W
YGL070C	YDL140C
YOR116C	YGL070C
YOR207C	YDR045C
YPR010C	YHR143W-A
YDL140C	YOR210W
YOR210W	YOR151C
YGR047C	YGR246C
YPR010C	YJR063W
YIL021W	YOL005C
YPR010C	YOR210W
YHR166C	YFR036W
YBL084C	YFR036W
YDR088C	YGR006W
YLL036C	YMR213W
YNL189W	YPL178W
YOR249C	YKL022C
YGL240W	YKL022C
YKL022C	YLR102C
YKL022C	YDL008W
YNL172W	YGL240W
YNL172W	YHR166C
YFR036W	YNL172W
YBL084C	YNL172W
YOR249C	YNL172W
YNL172W	YLR127C
YNL172W	YDR118W
YDL008W	YNL172W
YLR127C	YLR102C
YGL240W	YLR127C
YGL240W	YHR166C
YHR166C	YLR102C
YHR166C	YDL008W
YHR166C	YOR249C
YDR118W	YHR166C
YGL240W	YFR036W
YBL084C	YGL240W
YDL008W	YBL084C
YBL084C	YOR249C
YDR118W	YBL084C
YBR091C	YHR005C-A
YDL217C	YHR005C-A
YML085C	YOL086C
YDR085C	YPL242C
YMR092C	YLL050C
YPL242C	YDR264C
YDL226C	YDR264C
YJR086W	YDR264C
YDR264C	YKL178C
YDR264C	YOR212W
YDR103W	YDR264C
YPL129W	YLR418C
YBR279W	YPL129W
YDL140C	YPL129W
YPL129W	YOR290C
YPL129W	YDR167W
YGR186W	YPL129W
YPL129W	YGR005C
YJL167W	YJL167W
YOR128C	YOR128C
YCR066W	YOR128C
YOR128C	YCR067C
YBR134W	YOR128C
YLR386W	YGR061C
YDR408C	YOR174W
YGL127C	YDR408C
YCR063W	YDR408C
YFL042C	YMR303C
YCR082W	YOR023C
YMR092C	YLR102C
YLR291C	YOL130W
YOL130W	YGL025C
YGL024W	YOL130W
YNL086W	YOL130W
YNR007C	YBR217W
YGL180W	YPR185W
YGR253C	YPR185W
YPR185W	YGR120C
YNL086W	YPR185W
YPL149W	YBR217W
YHR171W	YBR217W
YHR171W	YNR007C
YHR171W	YBL078C
YPL259C	YKL135C
YKL135C	YHL019C
YCR093W	YDR376W
YIR024C	YDR376W
YDR106W	YHR129C
YPR020W	YKL130C
YPL161C	YGL126W
YPL161C	YIL163C
YLR049C	YPL161C
YLR267W	YDR099W
YDR099W	YBL043W
YER143W	YMR055C
YHR061C	YMR055C
YMR055C	YGR153W
YDL193W	YOR026W
YLR319C	YGL015C
YOL139C	YOR276W
YPL111W	YPL111W
YLR438W	YHL025W
YGR010W	YLR438W
YLR438W	YLR328W
YDR082W	YDL220C
YLR229C	YPL161C
YDL135C	YLR229C
YKL019W	YGL155W
YDL132W	YDL017W
YDR328C	YDL132W
YDL132W	YLR100W
YDL132W	YLR128W
YLR368W	YDL132W
YDL132W	YDR285W
YDL132W	YGL249W
YDL017W	YDR173C
YDL160C	YDL017W
YKL039W	YDL017W
YGR099W	YDL017W
YCR022C	YDL017W
YCR050C	YDL017W
YDL017W	YEL023C
YDL017W	YFR057W
YNR048W	YDL017W
YOR006C	YDL017W
YLR245C	YLR245C
YBR274W	YMR255W
YLR258W	YBR274W
YMR138W	YBR284W
YOR070C	YMR138W
YCR005C	YCR005C
YCR005C	YJL042W
YBR135W	YGR108W
YPR119W	YBR135W
YPR119W	YNL135C
YDR386W	YPR119W
YDR412W	YPR119W
YPR119W	YHR035W
YPR119W	YNR022C
YBR135W	YDL155W
YAL040C	YJL013C
YNL047C	YLR433C
YKL190W	YMR211W
YDR463W	YBR155W
YOR039W	YOR302W
YIR037W	YLR216C
YNR010W	YOR174W
YLL053C	YMR094W
YMR094W	YOR359W
YJR091C	YHR057C
YCR086W	YGR155W
YIR032C	YIR032C
YNL314W	YNL314W
YGR113W	YGL061C
YOL149W	YNL118C
YEL015W	YNL118C
YOL149W	YDL160C
YPR082C	YBR055C
YDR480W	YPL049C
YGL201C	YIL150C
YGL061C	YER016W
YGL061C	YDR016C
YOL149W	YDR206W
YDR206W	YER027C
YDR206W	YJL030W
YBR057C	YDR206W
YDR206W	YOR047C
YDR145W	YLR390W-A
YBR176W	YBR176W
YJR125C	YOR111W
YLR233C	YGL201C
YKL020C	YLR233C
YNL229C	YLR233C
YLR233C	YAL028W
YGR160W	YLR233C
YLR233C	YJL019W
YLR233C	YML038C
YNL023C	YMR224C
YNL023C	YKL130C
YMR052W	YFR008W
YDR398W	YDR236C
YGR267C	YGR267C
YER052C	YNL135C
YNL135C	YMR087W
YBL042C	YER021W
YPR185W	YHR128W
YGL254W	YOR039W
YHR215W	YGL254W
YGL254W	YGR047C
YPL070W	YOR260W
YKR026C	YKR026C
YJL124C	YOR375C
YGL122C	YMR255W
YML094W	YLR200W
YGL166W	YML006C
YDL070W	YER133W
YNL233W	YER133W
YER133W	YBR045C
YJL042W	YER133W
YIR006C	YER133W
YDR195W	YER133W
YOR329C	YER133W
YER133W	YDR130C
YER133W	YDR412W
YHR100C	YER133W
YOR315W	YER133W
YJL137C	YJL137C
YCL040W	YML099C
YBR040W	YCL040W
YFL017C	YOL059W
YGL071W	YDR098C
YIL105C	YPL059W
YNL047C	YPL059W
YGR234W	YDR108W
YJR074W	YLR293C
YJR074W	YOR185C
YML121W	YML121W
YNL021W	YJL110C
YBL021C	YGL237C
YGL237C	YOR358W
YBL021C	YOR358W
YDL013W	YDR510W
YDL013W	YER116C
YPL201C	YER062C
YOR355W	YJL092W
YJL092W	YDR510W
YJL092W	YDR078C
YGL122C	YJL092W
YGL122C	YOL123W
YPL204W	YHR185C
YOL133W	YJL141C
YIL001W	YOL133W
YOL133W	YJL200C
YBR103W	YOR319W
YLR403W	YOR025W
YDR225W	YKR048C
YJL019W	YOL012C
YGL192W	YBR057C
YOL108C	YKL135C
YOL108C	YKL017C
YMR317W	YOL108C
YOL108C	YNL279W
YOR355W	YGL150C
YDL002C	YGL150C
YDR315C	YLR264W
YJR117W	YDR315C
YDR315C	YLR323C
YDR315C	YOR078W
YDR532C	YHR079C
YLL027W	YER131W
YGL189C	YLL027W
YGL026C	YER180C
YBR017C	YNR069C
YCL055W	YBR057C
YDR099W	YDR017C
YHR158C	YOR047C
YHR158C	YJR122W
YHR158C	YMR181C
YDR148C	YDR510W
YOL082W	YDR122W
YCL059C	YGL201C
YKL103C	YKL103C
YOL082W	YKL103C
YDR299W	YER127W
YKL183W	YNL104C
YKL144C	YKL205W
YDR503C	YKL130C
YCR086W	YDR439W
YBL026W	YOL149W
YDL160C	YBL026W
YBL026W	YJL124C
YBL026W	YER146W
YBL026W	YDR378C
YBL026W	YNL147W
YGR158C	YBL026W
YLR264W	YBL026W
YLR275W	YBL026W
YER112W	YOR039W
YER112W	YJL124C
YER112W	YDR378C
YNL147W	YER112W
YLR264W	YER112W
YER112W	YLR269C
YOL149W	YJR022W
YPR017C	YJR022W
YER146W	YJR022W
YLR264W	YJR022W
YLR269C	YJR022W
YKL015W	YGR057C
YGL154C	YGL254W
YPR051W	YEL053C
YEL053C	YCR020C-A
YPR046W	YJR135C
YBR253W	YLR288C
YOR174W	YOL135C
YKL142W	YNL210W
YBR138C	YIL046W
YJR131W	YIL046W
YLR082C	YIL046W
YBR270C	YIL046W
YEL015W	YIL046W
YJL058C	YIL046W
YPL038W	YEL009C
YPL025C	YGL035C
YHR030C	YPL140C
YFL034C-B	YOL036W
YHR091C	YOL088C
YOL088C	YLR312C
YKL142W	YKL142W
YKL142W	YMR165C
YDL165W	YGR014W
YGR014W	YJL030W
YGR014W	YPL211W
YGR014W	YIL144W
YMR224C	YDL154W
YDL154W	YGL025C
YDL154W	YIL144W
YGL170C	YDL154W
YDR335W	YGR009C
YDR335W	YDR146C
YDR335W	YOR359W
YPR008W	YDR335W
YDL111C	YGR158C
YAL034W-A	YKL103C
YGL172W	YAL034W-A
YGR120C	YAL034W-A
YKR026C	YGL122C
YDL088C	YML031W
YML031W	YMR153W
YDL002C	YER092W
YFR002W	YMR153W
YFR002W	YGR120C
YGL221C	YGL221C
YMR309C	YNL244C
YMR309C	YNL047C
YOR284W	YMR309C
YHR129C	YPL174C
YPL174C	YIL144W
YJL184W	YPL174C
YGR048W	YBR170C
YFR037C	YMR091C
YLR270W	YDR001C
YER099C	YOL069W
YJL030W	YER105C
YER105C	YMR153W
YEL015W	YER105C
YLR335W	YOR020C
YGR119C	YJL041W
YGL172W	YGR119C
YGR119C	YMR236W
YOR269W	YLR254C
YDR228C	YDR448W
YOR250C	YDR228C
YMR061W	YDR228C
YDR228C	YGL044C
YLR423C	YDR228C
YLR424W	YDR228C
YPR049C	YDR228C
YPL031C	YDR228C
YGL134W	YPL031C
YDR146C	YDL127W
YER059W	YJL084C
YLR190W	YER059W
YBR221C	YLR345W
YDR142C	YHR160C
YGR239C	YDR142C
YIL160C	YDR142C
YMR223W	YGR240C
YGL215W	YPL031C
YDL127W	YPL031C
YER059W	YPL031C
YIL050W	YPL031C
YPL031C	YPL219W
YDL179W	YPL031C
YPL031C	YJR159W
YDL246C	YPL031C
YNL201C	YPL031C
YDR313C	YPL133C
YBL105C	YML109W
YMR129W	YJL057C
YMR153W	YMR129W
YMR267W	YKR026C
YNR032W	YMR186W
YLR216C	YNR032W
YNR032W	YGR123C
YGR123C	YDR216W
YOR362C	YFL017C
YLR386W	YJL001W
YMR314W	YKL130C
YER023W	YER023W
YBR237W	YDR073W
YBR055C	YDL064W
YER099C	YOL061W
YKL135C	YMR308C
YMR308C	YOR020C
YMR308C	YDR148C
YMR308C	YGR119C
YMR308C	YJR159W
YOR229W	YMR308C
YMR308C	YDL246C
YMR308C	YER045C
YMR308C	YIR025W
YPL133C	YMR308C
YDR162C	YDL006W
YDR071C	YER089C
YMR228W	YOR348C
YOR348C	YCR045C
YOR348C	YJL084C
YOR348C	YLR294C
YOR260W	YML095C
YCR086W	YML095C
YOR368W	YLR288C
YEL037C	YER162C
YIL148W	YER162C
YER047C	YER095W
YDL064W	YER095W
YER095W	YMR233W
YER095W	YPL238C
YPR011C	YER095W
YDR076W	YER095W
YGL058W	YCR066W
YDL090C	YKL019W
YGL158W	YLR113W
YHL042W	YOR127W
YJL185C	YOR127W
YLR071C	YDL065C
YPR165W	YPL161C
YKR055W	YPL161C
YJL056C	YHL027W
YJR094C	YMR139W
YFR047C	YLL046C
YOR210W	YGL166W
YNL113W	YML121W
YNL113W	YFR011C
YNL113W	YLR266C
YPR110C	YLR238W
YFR004W	YOR261C
YJR133W	YFR052W
YDR273W	YFR052W
YDR201W	YDL147W
YDR179C	YDL147W
YDL097C	YEL009C
YDL081C	YLR340W
YGL189C	YLR435W
YLR435W	YER131W
YOL149W	YLR264W
YLR264W	YBR094W
YBR135W	YBL072C
YFL017C	YBL072C
YBR211C	YDR394W
YDR394W	YDR394W
YDR394W	YOR259C
YDR394W	YOR117W
YGR232W	YDR394W
YBL025W	YDL113C
YBL014C	YJL025W
YBL025W	YMR270C
YCR027C	YOL083W
YGR213C	YHR134W
YDR388W	YCR009C
YCR009C	YBR108W
YGL175C	YGL175C
YCR086W	YGL175C
YJL030W	YGL229C
YJL013C	YGL229C
YGL229C	YBR196C
YJL178C	YGL229C
YJL211C	YGL229C
YMR181C	YGL229C
YGL229C	YPR040W
YDL001W	YMR079W
YNL287W	YBR281C
YDR044W	YDR077W
YDR508C	YDL212W
YNL236W	YDR054C
YGL238W	YNL236W
YOR355W	YNL236W
YJL030W	YNL236W
YNL236W	YJL013C
YJR034W	YNL236W
YKL012W	YNL236W
YNL236W	YFR033C
YNL236W	YGR046W
YNL236W	YGR117C
YGL115W	YGL208W
YLR399C	YDR328C
YDR328C	YFL009W
YDR328C	YMR094W
YDR328C	YJR090C
YIL046W	YDR328C
YDR139C	YDR328C
YDR328C	YOR057W
YDR328C	YLR097C
YDR328C	YLR224W
YLR352W	YDR328C
YDR328C	YLR368W
YDL144C	YDR088C
YOR159C	YPR182W
YKR099W	YGR229C
YFL029C	YPR054W
YDL064W	YDR510W
YLR275W	YPR182W
YER027C	YDR477W
YNL218W	YDR477W
YML110C	YGL115W
YER027C	YGL115W
YGL115W	YDL214C
YMR291W	YGL115W
YMR096W	YMR095C
YMR095C	YFL059W
YFL060C	YMR096W
YFL059W	YFL060C
YIL061C	YAR018C
YGR075C	YDL098C
YIL144W	YDR201W
YJR091C	YKR037C
YDR201W	YKR037C
YBR250W	YNL012W
YGL213C	YHL022C
YHR152W	YCR086W
YHR185C	YHR014W
YDR218C	YJR076C
YDR110W	YER161C
YGL201C	YER161C
YGR104C	YBR193C
YDR308C	YOR174W
YOL135C	YDR308C
YLR082C	YLR082C
YNL189W	YOL058W
YPL111W	YNL189W
YBR252W	YNL189W
YPR062W	YNL189W
YER065C	YNL189W
YLR303W	YNL189W
YGL221C	YNL189W
YNL189W	YDL236W
YKL130C	YNL189W
YNL189W	YJR159W
YNL189W	YPL214C
YML028W	YNL189W
YNL189W	YJR133W
YHL009C	YNL189W
YFL061W	YNL189W
YNL189W	YGR024C
YNL189W	YMR226C
YDR292C	YMR163C
YHR184W	YHR184W
YDR480W	YHR084W
YLR150W	YJR072C
YOR355W	YLR305C
YLR305C	YOR047C
YDR132C	YDR395W
YOL070C	YDR395W
YJR050W	YDR416W
YBR188C	YDR416W
YGR129W	YDR416W
YBR188C	YLR117C
YDR174W	YML015C
YML015C	YDR167W
YMR255W	YGL112C
YMR236W	YML015C
YNL199C	YPR048W
YPR048W	YDL215C
YOR355W	YPR048W
YPR070W	YPR048W
YML064C	YPL049C
YER179W	YML064C
YLR284C	YML064C
YML064C	YHR038W
YML064C	YDR110W
YDR174W	YML064C
YML064C	YOR020C
YML064C	YAR018C
YJR131W	YML064C
YBR171W	YML064C
YPR182W	YML064C
YNL333W	YML064C
YJR159W	YML064C
YOR229W	YML064C
YCR087W	YML064C
YML064C	YDL246C
YEL015W	YML064C
YHR198C	YML064C
YJR056C	YML064C
YLR423C	YML064C
YML064C	YNL218W
YPL192C	YML064C
YKR062W	YKL028W
YDR311W	YKL028W
YKL103C	YDR311W
YDR311W	YGR120C
YDR311W	YOL082W
YGR144W	YGR144W
YPL214C	YPL214C
YFL017C	YDR429C
YOL006C	YMR233W
YJL164C	YJL164C
YLL028W	YGL166W
YER019C-A	YDR074W
YKR068C	YDR472W
YBR254C	YDR472W
YOL082W	YOR115C
YJR077C	YER100W
YPL229W	YER100W
YDL064W	YDL064W
YBR059C	YER144C
YPL003W	YPR066W
YDR207C	YOR355W
YOL082W	YDR207C
YNR012W	YDR020C
YBR205W	YGL212W
YGL212W	YLR166C
YGL212W	YAL047C
YGL212W	YMR053C
YOR106W	YGL212W
YGL212W	YGL104C
YGL212W	YGL161C
YNL263C	YGL212W
YGL212W	YJL151C
YLR423C	YGL212W
YGL212W	YMR071C
YOL129W	YGL212W
YOR292C	YGL212W
YGL212W	YPL246C
YML001W	YGL212W
YLR447C	YHR060W
YDR469W	YHR060W
YOR069W	YOR132W
YNR006W	YHL002W
YGL166W	YJL154C
YLR417W	YPL002C
YLR025W	YPR173C
YGL153W	YOL105C
YDR152W	YAL036C
YML007W	YGL071W
YBR175W	YAR003W
YDR140W	YAR003W
YER133W	YAR014C
YBR217W	YAR031W
YCR030C	YAR031W
YDR382W	YBR006W
YBR006W	YKL023W
YBR052C	YDR032C
YBR077C	YMR004W
YBR103W	YIL112W
YGL091C	YBR141C
YBR141C	YDR372C
YLR117C	YBR190W
YBR228W	YLR135W
YLR117C	YBR270C
YKR026C	YBR270C
YBR270C	YIL105C
YDL101C	YHR135C
YHR135C	YER079W
YHR135C	YNL116W
YCR011C	YNL154C
YMR180C	YNL154C
YNL154C	YOR355W
YMR267W	YNL154C
YNL154C	YCL054W
YER079W	YNL154C
YNL154C	YKL204W
YKR048C	YCL024W
YCL046W	YGL115W
YCR004C	YDR032C
YCR086W	YOL020W
YDR151C	YDL012C
YDL012C	YOR355W
YDL012C	YFR047C
YHR032W	YDL012C
YHR140W	YDL012C
YIL172C	YDL012C
YDL012C	YJL065C
YPL131W	YDL063C
YDL063C	YDR381W
YFL017C	YDL071C
YDR183W	YDL071C
YDL071C	YEL068C
YGR269W	YDL071C
YDL071C	YNL155W
YLR098C	YDL076C
YDL089W	YDL089W
YLR324W	YDL089W
YOR078W	YDL110C
YDL110C	YKL015W
YDL001W	YDL133W
YDL146W	YKL070W
YOR372C	YDL203C
YFR032C	YDL213C
YMR025W	YDL216C
YLR098C	YDL239C
YOL091W	YDL239C
YDL239C	YHR184W
YDL246C	YDL246C
YJR159W	YDL246C
YDR013W	YDR489W
YDR026C	YDR110W
YCL032W	YDR032C
YDR032C	YDR032C
YDR051C	YDR051C
YDR061W	YCR086W
YKL013C	YDR063W
YGL239C	YDR063W
YDR070C	YFL017C
YDR084C	YGL161C
YDR084C	YGL198W
YKL142W	YDR115W
YLR208W	YDR128W
YHR170W	YDR132C
YDR132C	YJL218W
YMR025W	YDR179C
YDR200C	YMR052W
YDR200C	YNL127W
YDR214W	YJL030W
YKL144C	YDR255C
YDR267C	YHR122W
YLR154C	YDR279W
YER007C-A	YDR326C
YDR326C	YIL105C
YDR348C	YMR295C
YDR357C	YPR182W
YCR059C	YDR400W
YOR276W	YDR482C
YGL028C	YDR482C
YPR159W	YFR042W
YDR489W	YFR043C
YFR047C	YFR047C
YAR033W	YGL051W
YOR319W	YGL096W
YGL198W	YGL161C
YGL230C	YKL110C
YDL210W	YGL230C
YOR161C	YGL230C
YKR099W	YGL242C
YGR010W	YGR010W
YGR010W	YLR328W
YLR403W	YGR017W
YLR072W	YGR017W
YGR024C	YGR024C
YGR058W	YLR113W
YGR058W	YGR058W
YGR136W	YGR058W
YGR058W	YNL047C
YGR068C	YGL019W
YGR068C	YBL102W
YLR025W	YGR122W
YGR154C	YCR057C
YGR049W	YGR278W
YGR294W	YHL018W
YHL002W	YNR005C
YHL006C	YNL021W
YHL006C	YDR078C
YHL018W	YHL018W
YOR355W	YHL046C
YHR022C	YIL028W
YHR022C	YNR005C
YDR480W	YHR039C
YHR083W	YDR201W
YNL092W	YHR083W
YOR034C	YHR105W
YHR105W	YBR205W
YGL161C	YHR105W
YHR105W	YNL263C
YPL246C	YHR105W
YHR111W	YHR111W
YHR115C	YEL041W
YLR215C	YHR115C
YHR145C	YEL009C
YHR188C	YJR015W
YHR197W	YLR423C
YHR204W	YGL030W
YER126C	YHR204W
YIL007C	YHR185C
YHR111W	YIL008W
YMR201C	YIL011W
YJR091C	YIL065C
YHR204W	YLR321C
YIL105C	YER179W
YKL130C	YIL105C
YIL105C	YNL047C
YLL019C	YIL113W
YHR030C	YIL113W
YLR321C	YIL132C
YIL132C	YLR322W
YLR376C	YIL132C
YIL151C	YBL051C
YKL130C	YJL048C
YLL001W	YJL112W
YCR059C	YJL160C
YJR024C	YJR024C
YJR072C	YLR243W
YJR072C	YOR262W
YJR136C	YKL033W
YDR416W	YKL095W
YNL229C	YKL095W
YMR052W	YLR200W
YKL002W	YMR117C
YKL090W	YPL128C
YGR024C	YKL090W
YGR097W	YKL116C
YLR389C	YKL116C
YBR077C	YKR007W
YGL166W	YKR011C
YBL010C	YKR022C
YKR022C	YLR424W
YKR060W	YDR179C
YKL052C	YKR083C
YBL051C	YKR096W
YLL049W	YNR069C
YLL057C	YLL057C
YOL143C	YLL062C
YLR015W	YDR469W
YLR046C	YHL006C
YDL149W	YLR065C
YLR215C	YLR386W
YDR200C	YLR238W
YDR383C	YLR315W
YLR328W	YLR328W
YGR158C	YLR345W
YLR345W	YLR321C
YMR035W	YLR368W
YLR368W	YHR106W
YHR075C	YLR368W
YLR368W	YJL048C
YLR368W	YMR048W
YPR078C	YLR368W
YJR091C	YLR392C
YLR423C	YGR120C
YKR026C	YLR432W
YDL215C	YLR432W
YDR167W	YLR432W
YDR469W	YLR432W
YML035C	YLR465C
YJR009C	YML053C
YDR073W	YML068W
YML088W	YDR328C
YML114C	YDR167W
YML119W	YLL032C
YNR052C	YMR025W
YMR068W	YIL105C
YMR075W	YCR023C
YMR077C	YKL052C
YMR093W	YDR398W
YMR102C	YNL218W
YMR210W	YKL142W
YKR026C	YMR269W
YHR187W	YMR312W
YMR096W	YMR322C
YNL333W	YMR322C
YFL059W	YMR322C
YKL067W	YKL067W
YOR355W	YNL201C
YNL201C	YOR047C
YPR115W	YNL201C
YJL030W	YNL218W
YNL218W	YNL218W
YNL311C	YKL001C
YNR004W	YPL157W
YNR025C	YGR120C
YNR029C	YJL064W
YJL065C	YNR029C
YNR068C	YNR069C
YMR117C	YOL034W
YOL070C	YNL078W
YPR182W	YOL106W
